word,length,rt,freq
evidence,7,588.66,4335
evidenced,8,836.88,13
evidences,9,836.62,16
evident,6,621.51,68
evidential,8,851.48,1
evidently,8,755.35,298
evil,3,579.73,3731
evildoer,6,881.68,3
evildoers,7,925.08,21
evils,4,608.52,72
evinced,6,765.86,3
eviscerate,8,922.8,11
evocation,7,832.82,4
evocative,8,1005.73,14
evoke,4,613.36,15
evoked,5,672.94,5
evokes,5,725.82,13
evoking,6,683.35,3
evolution,7,708.88,272
evolve,5,712.78,83
evolved,6,688.91,161
evolutionary,10,858.3,60
evolves,6,716.67,8
evolving,7,859.36,58
ewe,2,859.81,16
exacerbate,9,981.07,7
exacerbated,11,811.57,9
exacerbates,10,875.48,2
exacerbation,10,1022.19,2
exact,6,591.72,1154
exacted,8,807.78,9
exacting,8,749.82,23
exactly,8,565.45,12607
exacts,7,639.53,4
exaggerate,9,734.56,99
exaggerated,11,763.76,64
exaggerating,11,814.68,109
exaggeration,10,863.27,47
exaggerations,11,895.42,3
exalt,6,660.84,10
excavator,9,871.41,4
exaltation,9,940.19,3
exalted,8,637.85,35
exalting,8,792.71,8
exam,5,662.35,684
examination,10,742.76,281
examinations,11,760.8,33
examine,7,756.76,504
examined,8,702.51,275
examiner,8,759.94,130
examiners,9,741,11
examines,8,786.73,18
examining,9,775.39,96
example,7,640.06,1527
examples,8,595.13,97
exasperate,10,976.27,2
exasperated,12,832.5,8
exasperating,12,854.68,12
excavate,8,849.84,10
excavations,10,708.8,5
exasperation,11,984.97,1
excavation,9,947.5,32
exceed,5,745.21,64
exceeded,7,710.41,63
exceeding,7,780.28,32
exceedingly,9,779.69,49
exceeds,6,664.56,37
excel,5,684.67,37
excellence,8,721.03,134
excellency,9,943.2,509
excellent,8,682.64,2688
excellently,10,771.11,11
excels,6,742.19,10
excepting,8,759.15,16
exception,7,754.73,409
encrusted,9,775.58,9
encumbered,8,993.65,6
exceptional,9,708.85,149
exceptionally,10,839.21,77
exceptions,8,644.47,146
excerpt,6,809.96,5
excerpts,7,788.57,10
excess,5,605.73,156
excesses,7,741.93,15
excessive,7,682.03,124
excessively,9,769.55,28
exchange,7,631.03,1031
exchanged,8,758.91,107
exchanges,9,613.59,24
exchanging,9,795.45,57
excise,5,750.22,8
excised,6,914.78,5
excision,6,909.06,1
excite,5,668.06,109
excited,7,633,2479
excitement,9,734.09,628
excitability,12,946.87,2
excitatory,10,833.1,1
excitedly,9,733.65,14
exciting,7,666.15,1776
exclaim,7,754.73,7
exclaimed,8,717.59,3
exclaiming,9,833.68,7
exclaims,8,813.06,4
exclamation,10,755,28
exclamatory,12,774.06,1
exclude,7,741.28,51
excluded,9,688.44,59
excludes,8,754.45,14
excluding,9,806.48,26
exclusion,8,688.45,12
exclusions,9,823.31,2
exclusive,9,628.18,398
encroaching,8,994.56,15
encrust,7,936.15,1
exclusively,11,756.38,92
exclusiveness,12,971.5,3
excommunicate,13,923.58,5
excommunicated,15,1048.19,19
excrement,10,944.37,62
excommunication,14,1014.32,7
excrete,7,801.84,2
excretion,8,893.11,6
excursion,7,669.43,34
excursions,8,765.97,8
excruciating,12,1003.42,67
excusable,10,967.27,7
excuse,7,625.12,18773
excused,8,626.64,202
excuses,9,679.91,441
execute,8,652.84,283
executed,10,740.94,381
executing,10,683.82,39
encroach,6,976.81,3
execution,9,686.94,497
encroachment,10,955.43,2
encrustation,10,1166.6,1
encumbrances,12,1086.89,2
encyclopedia,12,861.73,81
encyclopedias,13,977.97,19
encyclopedic,12,938.91,6
end,3,570.54,13559
endanger,7,798.56,85
endangered,8,836.45,128
endangering,9,858.1,65
endeared,6,871.83,3
endearing,7,760.28,44
endearment,9,751.96,14
endeavor,6,706.45,76
endeavored,7,837.96,6
endeavoring,8,882.6,5
endeavors,7,724.24,31
ended,5,629.26,1511
endemic,7,973.46,7
endgame,6,917.94,28
ending,5,601.48,812
endings,6,654.44,106
endive,5,727.67,7
endless,6,607.24,338
endlessly,8,736.06,71
endocrine,8,760.77,7
endogenous,9,924.4,3
endorse,6,657.81,88
endorsed,7,683.27,26
endorsement,10,721.59,71
endorsing,8,951.48,17
endothermic,9,952.5,2
endow,4,759.44,11
endowed,5,760.53,32
endowment,8,847.28,28
endowments,9,854.17,6
endows,5,757.32,2
ends,4,560.91,1563
endurable,8,713.97,2
endurance,8,631.35,68
endure,5,613.24,225
endured,6,717.97,74
endures,6,652.03,25
enduring,7,724.76,48
enema,5,934.26,72
enemies,6,641.3,985
enemy,5,598.97,2474
energetic,8,778.37,66
energies,6,797.41,55
energize,6,746.66,20
energized,7,727.59,28
energizes,8,777.68,1
energy,5,644.61,1678
enfold,6,876.61,15
enforce,6,704.03,86
enforceable,9,884.89,6
enforced,7,768.36,42
enforcement,10,867.78,339
enforcers,8,853.77,10
enforces,8,735.58,3
enforcing,8,707.53,17
enfranchisement,13,1004.83,1
engage,5,761.91,314
engaged,6,648.23,1327
engagement,9,742.81,666
engagements,10,754.76,51
engages,7,691.3,21
engaging,7,762.03,98
engender,7,947.08,7
engendered,8,870.38,1
engine,5,602.72,1626
engineer,7,701.9,596
engineering,9,706.09,333
engineers,8,679.85,207
engines,6,651.29,543
engrave,6,706.5,15
engraved,7,683.56,85
engraver,7,827.68,10
engraving,8,752.44,23
engravings,9,809.16,15
engross,6,719.62,1
engrossed,7,779,7
engrossing,8,844.2,6
engulf,6,806.03,5
engulfed,7,794.36,14
engulfing,8,1005.96,3
engulfs,7,720.63,5
enhance,6,581.74,125
enhanced,7,656.73,49
enhancement,10,762.58,23
enhances,8,725.67,15
enhancing,8,802.18,21
enigma,6,762.88,47
enigmatic,9,898.32,11
enjoin,5,829.44,8
enjoined,6,963.92,5
enjoy,4,582.29,4222
enjoyable,7,765.03,99
enjoyed,5,696.26,926
enjoying,6,639.58,868
enjoyment,8,776.16,69
enjoys,5,583.81,150
enlarge,6,644.69,45
enlarged,7,689.94,54
enlargement,10,709.81,21
enlargements,11,703.85,4
enlarging,8,810.58,8
enlighten,6,762.69,108
enlightened,7,813.06,87
enlightening,8,750.38,37
enlightenment,10,720.12,74
enlist,6,714.97,80
enlisted,8,732.41,174
enlistment,10,849.66,15
enlists,7,701.94,5
enliven,6,1023.62,1
enlivened,7,930.3,6
enmesh,5,851.6,1
enmeshed,6,920,2
enmity,6,829.6,16
enormity,8,818.85,13
enormous,7,785.47,526
enormously,9,818.11,50
enough,4,688.97,25568
enrage,5,726.08,14
enraged,6,737.41,35
enrapture,7,1020.64,1
enraptured,8,1148.28,8
enrich,5,767.64,14
enriched,6,831.11,21
enriching,7,878.57,12
enrichment,9,839.3,7
enroll,5,650.22,34
enrolled,6,645.82,57
enrollees,7,1023.91,1
enrolling,7,747.56,10
enrollment,9,716.09,23
ensconced,8,938.44,11
ensemble,7,734.11,57
ensembles,8,805.79,3
enshrine,6,882.1,2
enshroud,6,694,1
enslave,6,731.27,34
enslaved,7,755.27,41
enslavement,10,1021.31,9
enslaving,8,826.04,7
ensnare,6,817.86,6
ensue,4,816.18,10
ensued,5,857.34,16
ensues,5,809.42,9
ensuing,6,903.52,10
ensure,5,653.74,253
ensures,6,704.84,12
ensuring,7,775.03,23
entail,5,738.66,29
entails,6,793.41,22
entangle,7,790.23,6
entanglement,11,945.09,8
enter,4,576.53,1516
entered,5,700.42,747
entering,6,677.5,588
enterprise,8,705.85,413
enterprises,10,734.52,110
enterprising,10,866.31,26
enters,5,657.67,194
entertain,7,768.71,313
entertained,8,828.96,117
entertainer,8,869.29,84
entertainers,9,841.17,37
entertaining,9,761.73,288
entertainment,11,806.12,640
entertainments,12,825.19,10
enthral,6,977.83,2
enthralled,7,837.24,9
enthralling,8,801.91,7
enthronement,10,1102.13,4
enthusiasm,9,808.2,229
enthusiasms,10,965.19,9
enthusiast,9,816.72,29
enthusiasts,10,922.52,15
enthusiastic,11,777.61,142
enthusiastically,13,946.34,12
entice,5,720.54,26
enticement,9,840.21,4
enticements,10,945.18,1
enticing,7,962.31,26
entire,5,626.9,4070
entirely,7,675.74,1026
entirety,8,845.07,24
entities,7,937.41,30
entitle,6,785.84,22
entitled,7,779.69,586
entitlement,10,833.44,12
entitles,7,778.86,28
entity,6,782.6,86
entomb,5,881.06,5
entombed,6,968.74,14
entomologist,12,1426.95,19
entrust,7,1001.39,37
entrusted,9,820.52,86
entrusting,9,862.23,10
entomology,10,991.64,12
entourage,7,904.31,69
entrails,7,767.57,45
entrance,7,640.2,800
entranced,8,667.73,6
entranceway,9,1031.59,1
entrant,7,804.56,1
entrap,6,732.63,9
entrapment,10,887.72,43
entreat,6,812.04,21
entreated,8,965.75,1
entreaty,7,839.29,2
entree,5,696.7,42
entrenched,8,830.8,9
entrepreneur,10,849.81,55
entrepreneurs,11,791.97,13
entries,6,732.75,60
entropy,7,903.96,11
entry,5,697.49,620
entwine,6,892.06,8
entwined,7,876.81,20
enumerate,8,916.97,1
enumerated,10,885.96,1
enumeration,9,971.88,1
enunciate,8,1044.86,7
enunciated,10,948,1
enunciation,9,1062.56,5
envelop,7,776.26,4
envelope,7,663.35,513
envelopes,8,770.27,73
enveloping,9,824.7,4
enviable,7,876.45,11
envied,5,759.89,51
envious,6,739.33,64
enviously,8,926.88,2
environment,10,816.82,652
environmental,11,855.67,167
environmentalism,14,1117.3,3
environmentalist,14,979.06,13
environments,11,1037.18,32
environs,8,899.08,10
envisage,7,896.56,1
envisaged,8,1014.78,5
envision,6,706.72,27
envisioned,7,852.83,25
envisions,7,832.14,3
envoy,4,750.26,44
envoys,5,772.19,10
envy,4,621.26,487
enzymatic,9,989,3
enzyme,5,707.66,54
enzymes,6,754.06,47
ephemeral,8,755.29,10
epic,4,667.17,120
epicenter,8,973.35,16
epics,5,707.97,3
epicure,7,913.84,2
epidemic,8,794.31,174
epidemics,9,752.63,10
epidermis,8,789.73,15
epiglottis,9,905.78,6
epidemiological,14,1201.59,2
epigram,7,938.59,3
epigrams,8,880.59,1
epilepsy,8,802,53
epileptic,9,836,61
epilogue,6,676.7,6
epiphany,7,920.65,66
episode,6,642.44,627
episodes,7,783.45,105
episodic,8,855.92,1
epistle,5,863.48,5
epistles,6,924.5,1
epitaph,6,935.91,26
epithet,6,809.06,7
epithets,7,807.6,6
epitome,7,915.05,22
epitomize,8,989.35,2
epitomized,9,973.54,1
epitomizes,10,925.35,3
epoch,4,660.26,7
epsilon,7,1020.16,17
equal,5,614.47,682
equality,8,759.21,97
equalization,10,812.38,3
equalize,7,729,10
equalizing,9,760.26,4
equalled,6,742.07,2
equally,6,652,274
equals,6,621.38,234
equanimity,10,1001,3
equate,5,732.72,20
equated,7,714,5
equating,7,1006.15,3
equation,6,801.55,178
equations,7,704.79,50
equator,6,644.03,31
equatorial,10,893.04,17
equestrian,10,774.29,20
equidistant,11,1091.38,7
ejector,6,835.87,15
elaborate,8,714.21,242
equilateral,11,898,2
equilibrium,11,741.28,46
equine,5,796,7
equinox,8,749.62,19
equip,5,770.18,17
equipment,9,768.88,1298
equipped,6,715.38,217
equipping,7,762.83,3
equitable,8,855.63,18
equity,6,727.52,67
equivalent,10,762.03,134
equivalents,11,732.79,2
equivocal,9,825.32,8
equivocate,9,960.86,5
equivocation,10,1037.12,5
era,3,644.97,291
eradicate,8,827.15,27
eradication,9,868.13,15
either,3,686.21,9308
ejaculate,9,880.79,24
ejaculated,11,837.52,8
ejaculation,10,848.09,29
eject,5,664.5,72
ejected,7,609.6,29
ejection,6,756.29,30
elaborated,10,760.76,5
elaborately,10,808.72,4
elaborates,9,747.91,3
elaboration,9,774.19,4
elapsed,6,677.53,25
elastic,7,713.27,53
elasticity,10,853.91,18
elated,6,718.74,14
elation,5,707.68,18
elbow,4,571.53,313
elbowing,6,843.06,6
elbows,5,661.63,125
elder,4,710.12,359
elderberry,8,955.33,12
elderly,6,695.64,209
elders,5,684,276
eldest,6,744.81,77
elect,5,657,72
elected,7,750.21,370
electing,7,776,9
election,6,608.3,560
elections,7,675.85,123
elective,7,641.3,52
electives,8,713.25,12
electoral,8,744.97,26
electorate,8,1044.71,9
electors,7,728.84,1
electric,8,746.03,874
electrical,9,664.3,440
electrify,9,787.19,5
electrochemistry,15,1236.16,1
electrically,10,817.41,22
electrician,9,869.91,76
electricity,11,757.97,584
electrification,13,1136.07,1
electrifying,11,970.35,21
electrocardiogram,17,1128.05,4
electrocute,11,1040.85,29
electrocution,12,1052.53,50
electrode,8,839.65,15
electrolysis,12,1089.25,8
electrolyte,10,987.19,11
electromagnet,13,1104.58,5
electromagnetic,15,903.52,96
electromagnetism,16,1050.1,3
electromyography,15,1129.88,1
electron,8,792.26,37
elevate,6,715.6,43
electronic,10,739.88,350
electronically,12,1056.48,37
electronics,11,799.39,139
electrons,9,768.03,77
electroplate,11,1184.5,1
electroshock,10,1059.96,19
electrostatic,13,906.46,10
elegance,7,657.37,65
elegant,7,704.06,320
elegantly,9,768.67,13
element,7,573.19,338
elemental,8,678.31,34
elementary,9,690.09,242
elements,8,628.36,352
elephant,7,668.52,580
elephantine,9,1014.29,4
elephants,8,695.28,223
elevated,8,734.94,127
elevates,7,813.09,9
elevation,7,757.06,47
elevator,7,642.63,1245
elf,3,672.91,193
elfin,5,879.5,8
elicit,6,738.06,25
elicited,8,843.79,2
elicits,7,836.32,1
eligibility,11,673.78,13
eligible,7,764.69,169
eliminate,8,719.52,305
eliminated,10,769.03,166
eliminates,9,853.64,37
eliminating,10,740.87,46
eliminations,10,845.13,4
elite,4,696.88,151
elimination,9,744.59,66
elitism,7,842.48,2
elitist,7,905.17,23
elixir,6,833.08,46
elk,3,688.13,306
ellipsis,7,939.33,9
elliptical,8,791.82,12
elm,3,690.29,73
elms,4,661.81,4
elocution,8,795.2,14
elongate,7,840.07,1
elongated,9,845.48,16
elongation,8,849.6,2
elope,4,746.86,67
eloped,5,836.48,36
elopement,8,1048.93,12
eloquence,8,841.13,27
eloquent,8,749.57,49
else,3,772.34,22907
elsewhere,7,624.38,315
elucidate,8,897.3,6
elucidation,9,890.92,2
elude,4,805,21
eluded,6,742.69,32
eludes,5,746.07,10
eluding,6,814.73,13
elusion,5,766.42,1
elusive,6,695.81,72
emaciated,9,823.04,4
emanated,8,962.1,8
emanating,8,821.25,21
emanation,7,812.5,5
emanations,8,982.22,12
emancipate,9,933,8
emancipated,11,930.45,27
emancipation,10,910.72,24
emancipator,10,927.69,2
emasculate,10,952.3,8
emasculated,12,988.17,9
emasculation,11,979,1
embalm,5,760.35,4
embankment,10,943.62,24
embargo,7,762.41,24
embark,6,797.03,64
embarkation,9,1190,10
embarked,7,733.45,24
embarrass,7,816.94,450
embarrassed,8,724.88,1093
embarrassing,9,810.27,1165
embarrassingly,11,987.36,8
embarrassment,11,804.41,247
embassies,7,851,16
embassy,6,664.39,397
embattled,7,787.67,1
embed,5,931.64,4
embedded,7,801.55,88
embellish,7,774,15
embellished,8,835.45,11
embellishment,11,885.03,2
ember,4,734.57,11
embezzle,6,782.2,8
embezzlement,10,861.03,48
embezzling,8,689.42,23
embitter,6,881.36,2
embittered,7,950.36,11
emblem,6,672.17,33
emblematic,10,940.71,4
embodied,7,732.42,11
embodies,7,850.38,13
embodiment,10,893.7,29
embodiments,11,925.77,1
embody,6,820.53,16
embodying,8,857.31,1
embolden,7,775.13,1
emboldened,8,933.23,6
embolism,8,964.38,33
emboss,5,730.81,1
embossed,6,811.22,10
embrace,6,675,386
embraced,7,791.63,67
embraces,8,676.52,31
embracing,8,777.71,41
embroider,7,863.18,12
embroidered,8,767.71,27
embroidery,8,931.81,25
embroil,6,787.83,1
embroiled,7,736.7,6
embryo,6,758.63,39
embryonic,9,874.85,6
emcee,4,833.33,26
emerald,7,721.71,131
emeralds,8,668.65,37
emerge,4,653.38,88
emerged,5,704.42,75
emergence,7,834.94,10
emergencies,9,765,106
emergency,8,693.97,2776
emergent,7,812.46,15
emerges,6,700.19,36
emerging,6,716.69,62
emeritus,8,1116.1,8
emery,5,872.62,97
emigrate,7,870.5,14
emigrated,9,878.92,15
emigrating,9,867.31,10
emigration,8,1003.3,13
eminence,7,750.93,96
eminent,7,826.04,84
eminently,9,938.47,12
emir,4,965.67,32
emissaries,8,1002.42,11
emissary,7,838.69,51
emission,5,816.43,25
emit,4,739.36,20
emitted,6,706.52,9
emitting,6,741.07,13
emote,4,748,3
emotion,5,679.33,423
emotional,7,661.64,1081
emotionalism,10,914.62,4
emotionality,10,879.14,1
emotionally,8,732.5,354
emotionless,8,744.88,3
emotions,6,647.13,558
emotive,6,820.47,3
empathy,6,744.03,58
emperor,6,781.93,690
emperors,7,819.1,26
emphasis,7,683.61,65
emphasize,7,665.47,56
emphasized,8,710.73,11
emphasizes,9,707.25,7
emphasizing,9,729.31,4
emphatic,7,840.87,15
emphatically,9,828.3,18
emphysema,8,1038.39,28
empire,5,659.64,646
empires,6,651.24,33
empiric,7,893.43,2
empirical,8,819.73,23
empirically,9,820.25,8
empiricism,10,903.77,1
empiricist,10,829.16,3
employ,5,678.87,171
employable,8,992.52,2
employed,6,817.55,209
employee,6,668.31,590
employees,7,706.39,610
employer,6,620.91,274
employers,7,742.91,51
employing,7,698.81,14
employment,9,731.56,272
employs,6,708.42,26
emporium,8,809.33,44
empower,5,789,16
empowered,6,1001.97,37
empowering,7,893.64,22
empress,6,689.86,147
emptied,6,761.33,95
emptier,6,896.95,7
empties,6,760.52,34
emptiness,8,738.33,92
empty,5,553.06,2409
emptying,7,932.47,35
emu,4,889.06,22
emulate,7,723.04,28
emulated,9,784.5,1
emulation,8,770.82,1
emulsified,9,972.71,2
emulsify,8,825.23,2
emulsion,6,793.15,8
enable,5,642.71,75
enabled,6,692.73,34
enables,6,711.48,34
enabling,7,745.66,21
enact,5,749.42,9
enacted,7,789.93,32
enacting,7,850.64,2
enactment,9,857.75,1
enamel,5,831.72,29
enamelled,6,1164.88,1
enamelware,9,1020.17,1
enamour,5,911.47,1
encamp,6,936.27,1
encamped,7,785.74,6
encampment,10,882.95,16
encapsulate,10,1005.88,3
encase,5,821.94,2
encased,6,786.3,26
encephalitis,11,1128.43,11
enchant,6,707.21,19
enchanted,8,681.38,141
enchanter,7,794.7,1
enchanting,8,745.76,104
enchantingly,10,1024.89,2
enchantment,10,755.84,29
enchantress,9,844.08,29
encircle,6,782.85,7
encircled,7,886.5,9
encirclement,10,1145.7,3
enclave,6,754.74,3
enclaves,7,831.58,1
enclose,6,699.52,17
enclosed,7,637.71,75
encloses,8,791.03,3
enclosing,8,667.94,12
enclosure,7,660.76,20
encode,5,800.16,5
encompass,8,812.2,10
encompassed,9,887.03,6
encompasses,10,941.33,7
encore,5,731.52,126
encores,6,795.92,7
encounter,7,720.16,284
encountered,8,665.86,153
encounters,8,689.36,84
encourage,7,700.58,308
encouraged,8,748.72,168
encouragement,11,896.21,112
encourages,9,825.55,32
encouraging,9,754.63,165
dualism,7,722.5,1
dualities,8,857.65,1
dub,3,814.68,55
dubbed,4,726.66,26
dubious,6,789.07,73
ducat,5,929.6,4
duchess,5,757.82,228
duck,3,546.18,1263
ducked,4,662.75,61
ducking,5,734,72
duckling,6,820.45,39
ducks,4,616.12,432
duckweed,6,878.81,1
ducky,4,750.07,100
duct,4,648.59,160
ductile,5,839.53,1
ducts,5,697.28,55
ductwork,7,942,4
dud,3,764.82,64
dude,3,588.2,5071
duds,4,739.09,69
due,2,563.53,2275
duel,4,653.28,120
dueling,6,783,23
duellist,7,880.33,2
duels,5,688.9,14
duet,4,674.64,66
duets,5,679.62,9
duffel,4,721.43,76
dug,3,686,455
dugout,5,788.39,46
duke,3,641.74,1277
dukedom,6,907.92,5
dukes,4,676.53,102
dulcimer,7,848.44,5
dull,3,669.97,616
dullard,5,736.18,21
dulled,4,826.68,11
duller,4,822.1,14
dullest,6,675.21,17
dullness,6,687.21,7
dulls,4,792.39,10
dully,5,634.05,2
duly,4,729,69
dumb,3,610.38,2395
dumbbell,6,841.93,25
dumbbells,7,876.68,5
dumbwaiter,7,1081.53,16
dummies,5,714,61
dummy,4,666.34,500
dump,4,633.79,1470
dumped,5,609.45,915
dumping,6,687.79,203
dumpling,7,696.73,45
dumps,5,714.81,137
dumpy,5,675.16,14
dun,3,632.29,13
dunce,4,808.55,25
dunderhead,8,913.5,9
dune,3,684.5,51
dunes,4,705.03,45
dung,3,753.43,90
dungaree,7,919.74,3
dungeon,6,754.91,131
dunghill,6,952.15,4
dunk,4,715.5,132
duo,3,800.29,77
duodenum,8,971.25,14
dupe,3,673,33
duped,4,688.1,40
duplex,7,731.91,24
duplicate,8,677.56,117
duplicated,10,687.91,42
duplication,9,748.09,7
duplicity,9,724.34,11
durable,6,698.09,18
duration,6,629.41,81
duress,5,762.5,59
dusk,4,622.19,61
dusky,5,775.44,21
dust,4,589.06,1216
dustbin,6,837.5,7
dusted,6,722,62
duster,5,636,20
dusting,6,725.52,67
dustpan,6,807.26,13
dusts,5,666.94,4
dusty,5,614.97,283
duties,5,649.8,402
dutiful,6,881.35,15
duty,4,602.21,2599
duvet,4,853.88,12
dwarf,5,643.91,157
dwarfed,6,722.37,3
dwarfs,6,651.65,55
dwell,4,693.66,142
dweller,5,709.84,9
dwellers,6,734.13,15
dwelling,6,724.34,68
dwellings,7,638.91,9
dwells,5,725.23,17
dwelt,5,784.26,5
dwindle,6,721.19,5
dwindled,7,750.67,4
dwindling,8,840.04,13
dye,2,653.89,197
dyed,3,669.27,73
dyeing,4,916.38,11
dying,4,619.19,3416
dynamic,7,686.32,107
dynamics,8,785.97,43
dynamism,8,834.62,1
dynamite,7,813.14,515
dynamited,9,1001.62,10
dynamo,6,841.93,26
dynastic,8,853.83,1
dynasties,8,867.68,7
dynasty,7,747.5,130
dysentery,8,1002.94,46
dyslexia,9,789.82,13
dyspeptic,9,971.17,4
dystrophy,8,942.86,11
eager,3,642,350
eagerly,5,796.28,33
eagerness,6,760.13,13
eagle,3,630.79,586
eagles,4,617.58,190
ear,2,550.1,1632
earache,4,861.81,15
eardrop,6,731.53,2
eardrum,6,701.09,15
eardrums,7,714.11,26
eared,3,900.11,1
earl,2,748.79,1042
earldom,5,855.5,3
earlier,4,590,2010
earliest,6,666.66,118
earlobe,5,734.5,17
early,3,579.12,5510
earmark,6,881.19,3
earmarked,7,972.86,12
earmuff,5,901.14,3
earn,2,585.38,783
earned,3,614.42,646
earnest,5,722.48,80
earnestly,7,744.63,11
earnestness,8,1159.32,3
earning,4,647,131
earnings,5,687.39,48
earns,3,678.71,49
earphone,5,764.62,6
earphones,6,707.97,16
earpiece,5,794.56,27
earplug,6,753.34,3
earring,5,667.63,138
earrings,6,689,313
ears,3,597.55,1705
earshot,5,751.39,19
earth,2,546.8,5074
earthbound,6,800.48,16
earthen,3,940.15,3
earthling,5,860.97,35
earthly,4,689.76,76
earthquake,6,730.44,325
earthquakes,7,718.72,68
earthworm,5,757.91,7
earthy,3,663.5,21
earwax,6,760,9
ease,2,616.13,974
eased,3,648.83,26
easel,3,746.62,14
easement,6,776.62,8
easier,4,618.56,2012
easiest,6,688.16,204
easily,5,732.73,1151
easing,4,721.69,30
east,3,639,2527
eastbound,7,741.03,40
eastern,5,641.79,414
easternmost,9,1027.5,1
eastward,6,711.53,7
easy,3,580.68,13551
easygoing,7,790.84,22
eat,2,582.88,12846
eatable,5,877.28,3
eaten,3,635.24,927
eaters,4,681.94,23
eating,4,618.44,3102
eats,3,593.94,645
eavesdrop,7,787.89,40
ebb,2,708.53,18
ebbing,4,763.08,3
ebbs,3,795.73,7
ebony,5,656.53,44
eccentric,9,787.74,179
eccentricities,13,1019.64,20
eccentricity,12,972.11,10
eccentrics,10,982.83,3
echelon,6,734.25,45
echelons,7,767.29,4
ecclesiastical,12,1079.83,11
echo,3,648.55,350
echoed,4,750.33,13
echoes,4,770.52,66
echoing,5,754.53,131
eclair,5,812.52,10
eclectic,8,839.71,20
eclipse,6,676.06,144
eclipsed,7,734.23,9
eclipses,8,758.9,9
eclipsing,8,963.21,1
ecological,9,813.87,23
ecology,7,760.33,15
economic,8,772.03,253
economical,9,766.24,17
economically,10,882.36,30
economics,9,641.12,126
economies,8,749.7,23
economist,9,814.21,11
economists,10,820.47,6
economize,8,783.52,12
economizing,10,789.63,2
economy,7,659.15,296
ecosystem,9,741,32
ecru,4,1001.33,7
ecstasy,7,716.03,162
ecstatic,8,915.55,69
ectoplasm,9,1059.75,19
eczema,6,891.75,9
ecumenical,10,1100.4,9
eddies,4,842.47,6
edema,5,892.82,54
edge,2,557.12,1199
edged,3,623.39,10
edges,4,576.85,145
edgewise,5,846.1,17
edging,4,749.43,15
edgy,3,790.59,116
edible,5,770.11,70
edification,9,978,15
edifice,6,836.65,21
edified,6,790.52,2
edify,5,882.06,3
edifying,7,792.59,5
edit,4,655.82,77
edited,6,686.5,60
editing,6,685.03,108
edition,5,689.62,249
editions,6,702.33,47
editor,5,568.03,633
editorial,9,749.09,111
editorialize,11,1146.53,4
editorials,10,735.77,24
editors,6,654.88,79
editorship,8,936,1
educate,6,630.69,104
educated,8,716.81,282
educating,8,705.52,26
educations,8,728.73,6
educator,7,835.4,24
educators,8,723.88,10
education,7,623.82,996
educational,9,843.68,167
eel,2,719.38,73
eerie,3,798.48,89
eerily,5,847.21,10
effect,5,602.63,1219
effected,7,719.78,18
effecting,7,882.38,5
effective,7,764.74,536
effectively,9,752.3,116
effectiveness,10,843.84,27
effects,6,643.21,649
effectual,8,897.67,3
effeminate,8,1138.5,15
effervesce,6,977.1,1
effusive,7,852.5,7
egregious,7,971,17
egregiously,9,895,5
effervescent,8,865.68,10
efficacious,8,913.23,10
efficacy,7,817.11,15
efficiencies,8,1051.14,4
efficiency,7,722.79,139
efficient,6,707.82,253
efficiently,8,795.77,33
effigy,5,893,14
effluent,7,906,4
effluvium,8,626.33,1
effort,4,631.75,987
effortless,7,724.42,21
effortlessly,9,826.29,10
efforts,5,682.52,375
effusion,6,734.32,16
egalitarian,11,1161.27,4
egg,2,565.31,1328
eggbeater,6,727.34,12
eggcup,5,889.43,1
egged,3,862.78,11
egghead,5,650.97,57
eggnog,5,744.23,79
eggplant,7,634.88,56
eggs,3,565.68,1971
eggshell,5,727.82,23
ego,3,580,382
egocentric,10,974.7,12
egoism,6,873.19,2
egoist,6,778.48,5
egotism,7,763.07,8
egotist,7,860.52,7
egret,5,1040.5,2
egrets,6,777.75,3
eidetic,6,909.2,3
doled,4,868.83,4
doll,3,616.15,1263
dollar,4,589.46,1410
dollars,5,565.97,3998
dollhouse,6,709.91,22
dollies,5,859.46,10
dollop,5,807.3,10
dolls,4,633.91,289
dolphin,6,683.29,141
dolphins,7,671.11,202
dolt,4,755.1,27
domain,5,589.66,132
domains,6,747.61,9
dome,3,694.61,100
domed,4,746.77,8
domes,4,778.32,12
domestic,8,627.03,351
domestically,10,850.48,7
domesticate,10,1069.43,3
domesticity,11,845.74,14
domicile,7,811.14,18
dominance,8,672.91,39
dominant,8,755.88,82
dominate,7,746.97,95
dominated,9,641.48,75
dominates,8,761.41,21
dominating,9,756.81,30
domination,8,772.45,79
domineer,7,758,2
domineering,9,892.7,17
dominion,8,759.85,58
domino,6,775.12,205
dominoes,7,823.93,45
donate,5,641.29,203
donated,7,632.1,136
donates,6,776.07,13
donating,7,724.06,66
donation,6,740.73,179
donations,7,737.67,76
done,3,624.96,24737
donkey,5,647.84,273
donned,4,812.36,3
donning,5,828.9,6
donor,4,671.29,208
donors,5,741.84,59
doodle,4,702.23,107
doodlebug,7,914.75,6
doom,3,645.5,286
doomed,4,668.94,415
dooms,4,799.17,3
door,3,507.38,14895
doorbell,6,729.59,425
doorframe,7,860.31,3
doorkeeper,7,817.38,3
doorknob,6,744.85,86
doorknocker,7,849.67,5
doorman,6,685.13,162
doormat,6,761.84,28
doormen,6,734.38,8
doornail,6,885.96,36
doors,4,558.91,1755
doorstep,7,765.3,172
